"list_name","name","label::Malagasy (mg)","label::French (fr)","label::English (en)"
"local_fs","3.5","3.5","3.5","3.5"
"local_fs","4","4 - Fambolena sy fiodinana avo lenta: Ny toeram-pambolena dia miompana betsaka amin'ny akora sy akora eo an-toerana, mampiroborobo ny faritany amin'ny alàlan'ny toekarena boribory. Ny vondrom-piarahamonina dia manana ambaratonga avo lenta amin'ny fifanakalozana sy varotra vokatra sy serivisy eo amin'ny mpamokatra eo an-toerana, ka manamafy ny faribolana.","4 - Approvisionnement local élevé et circularité : La ferme se procure largement des intrants et des matériaux localement, favorisant le territoire grâce à l'économie circulaire. La communauté a un niveau élevé d'échanges et de commerce de produits et de services entre les producteurs locaux, renforçant ainsi la circularité.","4 - High local-sourcing and circularity: The farm extensively sources inputs and materials locally, fostering the territory through circular economy. The community has a high level of exchange and trade of products and services between local producers, further enhancing circularity."
"prod_empow","0","0 - Tsy manana fahafahana ny mpamokatra, hiditra amin'ny tany na harena voajanahary hafa, tsy manana fahefana hifampiraharaha ary tsy manana fitaovana hanatsarana ny fivelomany sy hampivelatra ny fahaizany.","0 - Les producteurs ne sont pas du tout émancipés, ils n'ont pas un accès sécurisé à la terre ou aux autres ressources naturelles, ils n'ont aucun pouvoir de négociation et manquent de moyens pour améliorer leurs moyens de subsistance et développer leurs compétences.","0 - Producers lack empowerment, with limited or no access to land or other natural resources. They have little bargaining power and limited means to improve their livelihoods and develop their skills."
"prod_empow","0.5","0.5","0.5","0.5"
"prod_empow","1","1 - Voafetra ny fahafahan'ny mpamokatra, misy fanamby sasany amin'ny fiarovana ny fidirana amin'ny tany na harena voajanahary hafa. Kely ny fahefa-mividy ary voafetra ny fitaovana hanatsarana ny fivelomany sy hampivelarana ny fahaizany.","1 - Les producteurs ont une émancipation limitée, avec certains défis pour sécuriser l'accès à la terre ou aux autres ressources naturelles. Ils ont un pouvoir de négociation minimal et des moyens limités pour améliorer leurs moyens de subsistance et développer leurs compétences.","1 - Producers have limited empowerment, facing challenges in securing access to land or other natural resources. They possess minimal bargaining power and limited opportunities to improve their livelihoods and develop their skills."
"prod_empow","1.5","1.5","1.5","1.5"
"prod_empow","2","2 - Manana fahalalahana antonony ny mpamokatra, ka ekena sy hajaina ny zony ho an'ny lehilahy sy ny vehivavy. Manana ny fahefa-mividy izy ireo saingy tsy voatarika tanteraka hanatsara ny fivelomany sy hampivelatra ny fahaizany.","2 - Les producteurs ont une émancipation modérée, avec leurs droits reconnus et respectés pour les hommes et les femmes. Ils ont un certain pouvoir de négociation mais ne sont pas pleinement stimulés pour améliorer leurs moyens de subsistance et développer leurs compétences.","2 - Producers are moderately empowered, with their rights recognized and respected, including gender equity. They have some bargaining power but need further stimulation to enhance their livelihoods and skill development."
"prod_empow","2.5","2.5","2.5","2.5"
"prod_empow","3","3 - Manana fahalalahana lehibe ny mpamokatra, ka ekena sy hajaina ny zony ho an'ny lehilahy sy ny vehivavy. Manana ny fahaiza-manaony sy ny fomba hanatsarana ny fivelomany izy ireo, ary misy ny fanentanana indraindray mba hampivelatra ny fahaizany.","3 - Les producteurs ont une émancipation significative, avec leurs droits reconnus et respectés pour les hommes et les femmes. Ils ont la capacité et les moyens d'améliorer leurs moyens de subsistance, et il existe des stimuli occasionnels pour développer leurs compétences.","3 - Producers have significant empowerment, with their rights recognized and respected, including gender equity. They possess the capacity and means to improve their livelihoods, with occasional opportunities for skill development."
"prod_empow","3.5","3.5","3.5","3.5"
"prod_empow","4","4 - Avotsotra tsara ny mpamokatra, ekena sy hajaina ny zony (ho an’ny lehilahy sy vehivavy), voalamina tsara ary manana fahaiza-manao matanjaka sy fitaovana hanatsarana ny fivelomany sy hampivelatra ny fahaizany.","4 - Les producteurs sont bien émancipés, leurs droits sont reconnus et respectés (pour les hommes et les femmes), ils sont bien organisés et ont une forte capacité ainsi que les moyens d'améliorer leurs moyens de subsistance et de développer leurs compétences.","4 - Producers are well empowered, with their rights fully recognized and respected, ensuring gender equity. They are well-organized, demonstrating strong capacity, and have the means to improve their livelihoods and actively pursue skill development opportunities."
"prod_orgs","0","0 - Tsy mangarahara ny fiaraha-miasa eo amin’ny samy mpamokatra Tsy misy fikambanana, tsy mizara tombony amin'ny mangarahara sy/na mitovy na manohana ny mpamokatra. ","0 - La coopération entre les producteurs n'est pas transparente, est corrompue ou inexistante. Il n'existe pas d'organisations ou elles ne distribuent pas les bénéfices de manière transparente et/ou égale ni ne soutiennent les producteurs.","0 - Cooperation among producers is non-transparent, corrupted or non-existent. No existing organisation or they do not to distribute profits transparently and/or equally nor do they support producers."
"prod_orgs","0.5","0.5","0.5","0.5"
"prod_orgs","1","1 - Misy ny fikambanan'ny mpamokatra saingy kely ny andraikiny ary voafetra amin'ny fidirana amin'ny tsena ny fanohanana ny mpamokatra.","1 - Une organisation de producteurs existe mais son rôle est marginal et le soutien aux producteurs est limité à l'accès au marché.","1 - One organisation of producers exists but its role is marginal and support to producers limited to market access."
"prod_orgs","1.5","1.5","1.5","1.5"
"prod_orgs","2","2 - Misy fikambanana mpamokatra ary manome fanohanana ny mpamokatra amin'ny fidirana amin'ny tsena sy ny serivisy hafa (ohatra ny fampahalalam-baovao, ny fampivoarana ny fahaiza-manao, ny fandrisihana ...), saingy mety tsy ho an'ny vehivavy izany na misy fetra hafa.","2 - Une organisation de producteurs existe et apporte son soutien aux producteurs pour l'accès aux marchés et d'autres services (par exemple, information, développement des capacités, incitations...), mais elle pourrait ne pas être inclusive pour les femmes ou présenter d'autres limitations.","2 - One organisation of producers exists and provides support to producers for market access and other services (e.g. information, capacity development, incentives…), but might not be inclusive for women or having other limitations."
"prod_orgs","2.5","2.5","2.5","2.5"
"prod_orgs","3","3 - Misy fikambanana mpamokatra ary manome fanohanana ny mpamokatra amin'ny fidirana amin'ny tsena sy ny serivisy hafa mitovy fidirana ho an'ny lehilahy sy ny vehivavy.","3 - Une organisation de producteurs existe et fournit un soutien aux producteurs pour l'accès au marché et d'autres services avec un accès égal tant pour les hommes que pour les femmes.","3 - One organisation of producers exists and provides support to producers for market access and other services with equal access to men and women."
"prod_orgs","3.5","3.5","3.5","3.5"
"prod_orgs","4","4 - Misy fikambanana maromaro. Izy ireo dia manome fahafahana miditra amin'ny tsena sy serivisy hafa ho an'ny lehilahy sy vehivavy.","4 - Il existe plusieurs organisations. Elles fournissent un accès aux marchés et d'autres services, tant pour les hommes que pour les femmes.","4 - More than one organisation exists. They provide market access and other services, with equal access to men and women."
"partic_prod","0","0 - Voahilika tanteraka amin'ny dingana fandraisana fanapahan-kevitra mikasika ny tany, ny harena voajanahary ary ny lafiny mifandraika amin'ny rafitra famokarana azy ireo mpamokatra. Tsy raharahaina ny fandraisan'anjaran'izy ireo amin'ny resaka fitantanana sy fampandehanan-draharaha.","0 - Les producteurs sont complètement exclus des processus décisionnels concernant la terre, les ressources naturelles et les aspects pertinents de leurs systèmes de production. Leur contribution est ignorée dans les questions liées à la gestion et aux opérations.","0 - Producers are entirely excluded from decision-making processes concerning land, natural resources, and relevant aspects of their production systems. Their input is disregarded in matters related to management and operations."
"partic_prod","0.5","0.5","0.5","0.5"
"partic_prod","1","1 - Mandray anjara amin'ny fandraisana fanapahan-kevitra ny mpamokatra, saingy ny fiantraikany amin'ny fitantanana ny tany, ny harena voajanahary ary ny lafiny mifandraika amin'ny rafitra dia mbola voafetra be.","1 - Les producteurs participent aux processus décisionnels, mais leur impact sur la gestion des terres, des ressources naturelles et des aspects pertinents du système reste extrêmement limité.","1 - Producers participate in decision-making processes, but their impact on land, natural resource management, and relevant system aspects remains extremely limited."
"partic_prod","1.5","1.5","1.5","1.5"
"partic_prod","2","2 - Misy ny mekanika manamora ny fandraisan'anjaran'ny mpamokatra amin'ny dingan'ny fandraisana fanapahan-kevitra, saingy miasa tsy feno izy ireo, ka miteraka fiantraikany voafetra, ao anatin'izany ny momba ny fomba fanao maharitra sy ny fampiasana loharanon-karena. Ny fanamby toy ny fitovian'ny lahy sy ny vavy sy ny sakana hafa dia mety hanakana ny fandraisana anjara manan-danja.","2 - Des mécanismes facilitant l'engagement des producteurs dans les processus décisionnels sont présents, mais ils fonctionnent de manière incomplète, entraînant une influence limitée, y compris dans les questions de pratiques durables et d'utilisation des ressources. Des défis tels que l'équité entre les sexes et d'autres obstacles peuvent entraver une participation significative. ","2 - Mechanisms facilitating producer engagement in decision-making processes are present, but they function incompletely, resulting in constrained influence, including matters of sustainable practices and resource usage. Challenges like gender equity and other hindrances may impede meaningful participation."
"partic_prod","2.5","2.5","2.5","2.5"
"partic_prod","3","3 - Ny rafitra mamela ny fandraisan'anjaran'ny mpamokatra amin'ny dingan'ny fandraisana fanapahan-kevitra dia miasa, miaraka amin'ny fanamafisana ny fiarovana ny zo sy ny fiantohana ny fomba maharitra. Ny mpamokatra dia manana fahafahana mitaona ny fanapahan-kevitra mifandraika amin'ny tany, ny fitantanana ny harena voajanahary ary ny lafiny mifandraika amin'ny rafitra, miaraka amin'ny fandraisan'anjaran'ny mpandray anjara rehetra.","3 - Les mécanismes permettant la participation des producteurs aux processus décisionnels sont opérationnels, en mettant l'accent sur la sécurisation des droits et la garantie de pratiques durables. Les producteurs ont la capacité d'influencer les décisions liées aux terres, à la gestion des ressources naturelles et aux aspects pertinents du système, avec la participation inclusive de toutes les parties prenantes. ","3 - Mechanisms enabling producer involvement in decision-making processes are operational, focusing on securing rights and ensuring sustainable practices. Producers have the capability to influence decisions related to land, natural resource management, and relevant system aspects, with inclusive participation of all stakeholders."
"partic_prod","3.5","3.5","3.5","3.5"
"partic_prod","4","4 - Ny mekanika mampiroborobo ny fandraisan'anjaran'ny mpamokatra amin'ny dingana fandraisana fanapahan-kevitra dia miasa tanteraka, miaraka amin'ny fanamafisana ny fahazoana mitombina amin'ny loharanon-karena, antoka ny zo ary ny fomba fanao maharitra. Ny lahy sy ny vavy dia samy manana fahafahana mitaona ny fanapahan-kevitra, mampiroborobo ny fandraisana anjara amin'ny fitantanana ny rafitra sy ny fandraisana fanapahan-kevitra.","4 - Les mécanismes favorisant la participation des producteurs aux processus décisionnels sont entièrement opérationnels, en mettant l'accent sur l'accès équitable aux ressources, la garantie des droits et les pratiques durables. Les deux genres ont la possibilité d'influencer les décisions, favorisant une participation inclusive à la gouvernance et aux processus décisionnels du système. ","4 - Mechanisms promoting producer participation in decision-making processes are fully operational, emphasizing equitable access to resources, rights assurance, and sustainable practices. Both genders have the chance to influence decisions, fostering inclusive involvement in system governance and decision-making."
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
